ENODEB_NAME,Latitude,Longitude
RAN_SANRAL_N2_S_Park_MTN_KZN,-29.734014,31.054675
LTE_Inkwelo_DN_KZN,-27.5292,29.8443
LTE_Doone_MW_DN_KZN,-28.3585833333333,30.0375
LTE_Ntabakayishi_DN_KZN,-28.89581,30.423
LTE_Hluhluwe_ATC_DN_KZN,-27.94553,32.23568
RAN_Madadeni_L_Atlas_KZN,-27.775503,30.070164
RAN_Ridge_Voda_Int_KZN,-29.738248,31.069279
RAN_Mandini_South_KZN,-29.157611,31.4011383
RAN_Vsity_Of_Zululand_KZN,-28.8531111111111,31.8505833333333
RAN_Nibela_Telkom_KZN,-27.8987777777778,32.4564722222222
RAN_Dicks_Halt_Dect_KZN,-27.7469722222222,30.1563888888889
RAN_Khuzwayo_Dect_KZN,-29.7125,30.3251666666667
RAN_Malvern_Central_KZN,-29.89025,30.91973
LTE_MA_Dube_St_DN_KZN,-28.214934,30.67065
RAN_Kingsburgh_Cnt_KZN,-30.098886,30.855262
RAN_Isipingo_Taxi_KZN,-29.98,30.9275
LTE_ShllyBchLynMMTN_DN_KZN,-30.81102,30.4065
LTE_Enhlanhleni_KZN,-27.999282,30.173402
LTE_Ixopo_CEN_DN_KZN,-30.1557777777778,30.0596944444444
RAN_Madadeni_B_Atlas_KZN,-27.75804,30.02828
RAN_GreyvilleRC_9_KZN,-29.84044199,31.015783054
RAN_Madadeni_N_Atlas_KZN,-27.770455,30.084758
RAN_Madadeni_R_Atlas_KZN,-27.760728,30.069619
RAN_Itshelejuba_KZN,-27.2778,31.3454
RAN_Uitkomst_KZN,-27.4816388888889,30.5200277777778
LTE_Springboklaagte_DN_KZN,-27.8333055555556,30.2497222222222
RAN_Kwandengezi_ATC_KZN,-29.8504444444444,30.7686111111111
LTE_Odididini_DN_KZN,-30.0352777777778,30.6811111111111
RAN_Osizweni_Church_Atlas_KZN,-27.78237,30.14934
LTE_KwaDweshula_DN_KZN,-30.555785,30.246238
RAN_Waterfall_ATC_KZN,-29.74103,30.8296
RAN_Suncoast_Towers_KZN,-29.836883,31.035083
RAN_Chakas_Cove_KZN,-29.5140833333333,31.2298333333333
RAN_Esibubulungu_Church_Atlas_KZN,-29.7560222222222,30.9853638888889
RAN_Sterngrove_Prim_Schl_Atlas_KZN,-29.6914888888889,31.0257638888889
LTE_Sokhulu_DN_KZN,-28.5100277777778,32.3629444444444
LTE_5_Ben_Schoeman_St_Atlas_D_DN_KZN,-28.538686,29.787837
RAN_Eden_Gardens_Hosp_KZN,-29.642345,30.358282
RAN_Emondlo_Tnship_ATC_KZN,-28.065,30.7458324
RAN_81_Smithf_Rd_MTN_KZN,-29.7947777777778,31.0050277777778
RAN_Mdepha_High_Schl_Atlas_KZN,-29.6718861111111,30.6263972222222
RAN_Umbadula_WR_KZN,-29.8940833333333,30.8207777777778
LTE_Qwaggas_7545_CC_DN_KZN,-28.454753,29.64928
RAN_Amandosi_Prim_Atlas_KZN,-28.892872,31.911138
RAN_Ezakheni_Plaza_Atlas_KZN,-28.613531,29.931017
RAN_Mnweni_KZN,-28.820058,29.125128
RAN_Blythedale_Residt_KZN,-29.3714722222222,31.3496388888889
RAN_N3_Jan_Smuts_CP1_KZN,-29.840158,30.970679
RAN_Sydney_Rd_CP1_KZN,-29.8667,31.004424
RAN_Mahunu_Schl_Atlas_KZN,-28.908445,31.877243
LTE_Sumitomo_Rubber_Ladysmith_DN_KZN,-28.547065,29.833963
LTE_Moses_Mabhida_1_DN_KZN,-29.8287777777778,31.0297222222222
LTE_Moses_Mabhida_2_DN_KZN,-29.8280833333333,31.0301111111111
LTE_Moses_Mabhida_3_DN_KZN,-29.8280277777778,31.0307222222222
LTE_Moses_Mabhida_4_DN_KZN,-29.8283611111111,31.0311944444444
LTE_Moses_Mabhida_5_DN_KZN,-29.8291111111111,31.0311666666667
LTE_Moses_Mabhida_6_DN_KZN,-29.8298888888889,31.0305805555556
LTE_Moses_Mabhida_7_DN_KZN,-29.8296111111111,31.0295555555556
LTE_Moses_Mabhida_8_DN_KZN,-29.82875,31.0293333333333
RAN_Daklaas_KZN,-28.510111,30.2755
LTE_Moses_Mabhida_9_DN_KZN,-29.8275277777778,31.0301388888889
LTE_Moses_Mabhida_10_DN_KZN,-29.8304444444444,31.0297777777778
LTE_DBN_Beachfront2_DN_KZN,-29.838249,31.035681
LTE_DBN_Beachfront3_DN_KZN,-29.843896,31.036043
LTE_DBN_Beachfront5_DN_KZN,-29.854415,31.039933
LTE_DBN_Beachfront6_DN_KZN,-29.856921,31.040312
LTE_DBN_Beachfront7_DN_KZN,-29.862056,31.042415
LTE_DBN_Beachfront8_DN_KZN,-29.866439,31.046126
LTE_Umhlali_Charlie_F_MTN_DN_KZN,-29.4343,31.14586
RAN_Xolo_MTN_KZN,-28.1983,31.5012
RAN_Igugu_Labasha_MTN_KZN,-30.3736111111111,30.6338333333333
RAN_KSIA_Int1_MTN_KZN,-29.609391,31.115059
RAN_KSIA_Int2_MTN_KZN,-29.617105,31.105328
RAN_Elandskraal_KZN,-28.465,30.506583
LTE_Nhlangwini_DN_KZN,-30.4439722222222,30.2079166666667
LTE_Mpophomeni_Shopping_Centre_DN_KZN,-29.555271,30.179628
RAN_Umlazi_Glebe_ATC_KZN,-29.95652,30.928029
